t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29
0.26770800754366336,0.0,0.0,0.16879509769086826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2061762046240407,0.0,0.0,0.0,0.0,0.0,0.3573206901414278,0.0,0.0,0.0
0.579240077032259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0864718926496705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342880303180705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.39557016300385867,0.13472153280901356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697083041871277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15903307621106097,0.0,0.5288667673831409,0.0,0.0,0.0,0.0,0.0,0.0,0.16488614922394884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1472140071818492,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17360091640279476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14184430975518225,0.5747925704642644,0.0,0.0,0.0,0.0,0.0,0.0,0.1097622033777586,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775966016127344,0.0,0.0,0.0,0.0,0.0,0.0,0.18177271606544665,0.0,0.1406306823218189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.2734854466485303,0.0,0.0,0.0,0.09248472580638921,0.0,0.0,0.08983011311966996,0.0,0.06512768547800253,0.0,0.0,0.039080856728974704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3716495024365289,0.0683416697819044,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.11262210917350632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242035234788033,0.0,0.0655532988662995,0.0,0.0,0.0793174816670347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6654602679470888,0.0,0.0,0.0,0.034626489998190395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472682692937092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23577932179640432,0.2915379852665037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12970491681854732,0.10216830846893768,0.0,0.0,0.0,0.11219094733726338,0.0,0.6559358273752517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8281592517464466,0.0,0.0,0.0,0.1718407482535534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5975454797898159,0.0,0.0,0.0,0.0,0.0,0.059567168059859704,0.0,0.27534354738374983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06754380476657444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12633743329285355,0.12246066915137602,0.0,0.0,0.0,0.0,0.0,0.03868658360051937,0.0,0.2259010034530948,0.16586536356975634,0.0,0.0,0.0,0.0,0.0,0.0,0.043344084173316984,0.0,0.0,0.0,0.0,0.1802437344146565,0.0,0.0,0.09716112834442643,0.0
0.1449001035928818,0.0,0.0,0.0,0.0,0.0,0.0,0.031528438763362227,0.0,0.0,0.0,0.0,0.0,0.0,0.1000468247464959,0.0,0.5998468597585652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06348867685786537,0.0,0.0,0.060189096280829586
0.0,0.03510628069784866,0.0,0.0,0.0,0.0,0.0,0.1838969962735675,0.0,0.0676764461633691,0.11548810224012819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3795017250750083,0.1624452197842087,0.0,0.0,0.0,0.05588522976586939,0.0
0.4608553919623772,0.0,0.0,0.023209732523109438,0.0,0.0,0.0,0.0,0.0,0.0,0.03119143710427556,0.0,0.06860213121090879,0.0,0.0,0.0,0.1169814310960391,0.0,0.0,0.0,0.1982535990633496,0.0,0.0,0.0,0.0,0.0,0.10090627703994019,0.0,0.0,0.0
0.07313742149473432,0.0,0.0,0.024272339606879252,0.0,0.0,0.0,0.0,0.0,0.0,0.0548055870169354,0.0,0.10972121950788476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5818532239102682,0.0,0.0,0.0,0.0,0.15621020846329808,0.0,0.0,0.0,0.0
0.0,0.0,0.11565955511191287,0.0,0.0,0.0,0.3958235866082387,0.15155147328170293,0.0,0.0,0.0,0.0,0.0,0.0,0.16071035254339802,0.0,0.0,0.05511621714796604,0.0,0.0,0.0,0.0,0.0,0.0,0.12113881530678137,0.0,0.0,0.0,0.0,0.0
0.0,0.19433796522657476,0.0935785796327663,0.0,0.01316659637672563,0.08917456574370694,0.07925019994647255,0.08014810625497892,0.17352766977656625,0.0,0.0,0.10166757322469931,0.0,0.0,0.043178779053846594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882152160149222,0.0,0.0,0.0,0.043754748748740566,0.0,0.0
0.0,0.6272970182000039,0.3727029817999961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7819884619888311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21801153801116885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7969204515858558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050433085620026,0.0,0.0,0.0,0.112575217557944,0.0
0.0,0.0,0.0,0.0,0.0,0.4806631042243743,0.11336165024141688,0.2409411480343545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1650340974998542,0.0,0.0,0.0,0.0
0.3215456018982289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29581561244785964,0.05294529417687104,0.0,0.0,0.0,0.0,0.0,0.059602645321221726,0.0,0.0,0.0,0.2700908461558187,0.0,0.0,0.0
0.4023785480138328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3772255333573496,0.0,0.0,0.0,0.0,0.0,0.0,0.22039591862881755,0.0,0.0
0.0,0.0,0.0,0.0,0.7175172010116615,0.18590797241823867,0.0,0.0,0.0,0.09657482657009976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.06143237766064979,0.05555025533932544,0.2456309742056061,0.0,0.0,0.0,0.32718821464874515,0.0,0.0,0.18622194346107718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12397623468459616,0.0,0.0,0.0,0.0
0.5052420204169835,0.0,0.0,0.08474089376393909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14308488136279607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26693220445628135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3817824571922271,0.0,0.0,0.14881624408858143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27164142543207404,0.0,0.0,0.0,0.0,0.0,0.19775987328711753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.17142658492250049,0.0,0.021379786603186974,0.0,0.0,0.0,0.0,0.20578598572773985,0.07470210289078759,0.021862573076085783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4631135081946778,0.0,0.0,0.04172945858502152,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15799131931491248,0.0,0.0,0.0,0.0,0.2895840315657027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5524246491193848,0.0
0.3667672883597074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6332327116402927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.23987362755875624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2534863890122128,0.06389626783308157,0.0,0.0,0.2091025995851189,0.0,0.0,0.0,0.0,0.0,0.0,0.2336411160108305,0.0,0.0,0.0,0.0,0.0
0.40445893167025326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5955410683297466,0.0,0.0,0.0
