t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25
0.0,0.5809724310324818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41902756896751825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0794960303723561,0.0,0.0,0.08240787466592506,0.0,0.0,0.0,0.0,0.45551046238279924,0.0,0.21317739049306053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16940824208585914,0.0,0.0,0.0,0.0
0.44559166044260784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5544083395573922,0.0,0.0,0.0,0.0,0.0
0.0,0.25815261109680526,0.0,0.0,0.0,0.1564534859210285,0.0,0.0,0.0,0.06815358932156773,0.23923374359426275,0.0,0.062381454529446996,0.0,0.2156251155368888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.7130234763785007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28697652362149934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4361745106809247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249048588569472,0.0,0.438920630462128
0.46400892506744185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5359910749325583,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1254499577975891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587170130469097,0.0,0.0,0.0,0.0,0.0,0.0,0.3158330291555012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1510876591624626,0.0,0.0,0.0,0.2607766908563577,0.0,0.13509388647217596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06386589567207519,0.0,0.20067953527101287,0.18849633256591564,0.0
0.07438739693156601,0.0,0.0,0.1556027151125385,0.0,0.0,0.0,0.0,0.18230300186036733,0.0,0.09894406545998302,0.0,0.0,0.41735596139332876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07140685924221646,0.0
0.0,0.10654146457485608,0.0,0.0,0.0,0.0,0.0,0.5028679457514527,0.0,0.0,0.0,0.14964687367748447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24094371599620681,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.626530203677407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373469796322593,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.31345949266795226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1820794817450027,0.0,0.26661896303513055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2378420625519145
0.0,0.25271084872433464,0.1862700115314316,0.0,0.0,0.4172452032926577,0.0,0.0,0.14377393645157596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3544678734007464,0.0,0.0,0.0,0.0,0.2214282581683561,0.4241038684308976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7685919439138166,0.0,0.0,0.0,0.0,0.2314080560861835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.13748432354307247,0.11201125790538664,0.0,0.0,0.0,0.0,0.0,0.48572682047827276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647775980732682
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576269894431578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44237301055684214,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.42995608558533166,0.0,0.11444079061035517,0.0,0.0,0.09532372428205899,0.0,0.0,0.0,0.0,0.13919260257637248,0.0,0.0,0.09638482499897125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12470197194691045,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7060851720754312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29391482792456874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.15029456497497018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8497054350250298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.30225169384762546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4507016880319826,0.07778211314052436,0.0,0.0,0.0,0.16926450497986748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29557843094047814,0.0,0.0,0.0,0.0,0.0,0.0,0.09193320680147658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124883622580451,0.0,0.0
0.0,0.0,0.26093024746978283,0.0,0.0,0.0,0.07590346331821958,0.0,0.0,0.0,0.15758383935518747,0.0,0.12347615075535569,0.16231629777955464,0.0,0.0,0.0,0.0,0.2197900013218998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.747464443648163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252535556351837,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6737000969333956,0.0,0.0,0.0,0.0,0.32629990306660434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448425818857068,0.07483483010322586,0.0,0.09337752303245878,0.0,0.07581949715566622,0.6111255678229424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4223066587330302,0.0,0.0,0.30649686455629793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711964767106719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.39504476441648473,0.46248081000792013,0.0,0.0,0.0,0.14247442557559514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292664289867929,0.0,0.0,0.0,0.0,0.0,0.6707335710132071,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.649653304503339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.350346695496661,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6701012753347237,0.0,0.0,0.32989872466527626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.41722837570790744,0.10585456154299593,0.0,0.0,0.0,0.0,0.12276175869094928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3541553040581473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.32595959266125607,0.6740404073387439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5463202058603258,0.0,0.20971776051360425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439620336260699,0.0,0.0,0.0,0.0
0.0,0.19730774795979505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5865648208748837,0.0,0.0,0.21612743116532124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6224919633727106,0.0,0.0,0.0,0.0,0.09685929553804165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806487410892478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5419691410713355,0.0,0.0,0.0,0.0,0.0,0.0,0.45803085892866446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.10506970076552428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14627043476110638,0.0,0.7486598644733692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9062642589590766,0.0,0.0,0.09373574104092348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.6213896373046128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786103626953872,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19886587272026077,0.0,0.4308302004807994,0.3703039267989398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.21344020500951236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46644873585505103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3201110591354366,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2879895409224426,0.0,0.3205325982744655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3914778608030918,0.0,0.0,0.0,0.0
0.0,0.0,0.26017968839235434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7398203116076457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.406746382793573,0.0,0.0,0.593253617206427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.136482477757944,0.0,0.11846372950573127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19600131691618838,0.0,0.0,0.0,0.0,0.0,0.0,0.5490524758201364,0.0,0.0,0.0
0.0,0.0,0.0,0.4723335461738132,0.0,0.0,0.3456180919597335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18204836186645343
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144514202767543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28554857972324565,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.05813785780549333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5436594750456429,0.0,0.16953524693067007,0.0,0.0,0.0,0.0,0.2286674202181936,0.0,0.0,0.0
0.0,0.0,0.21464158800527833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47687183083616924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1990665319513487,0.0,0.0,0.0,0.0,0.10942004920720354,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.06045300580104477,0.1517168636237452,0.0,0.0,0.0,0.0,0.4341286046316229,0.0,0.0700668021777835,0.0,0.14713663079137923,0.1364980929744244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.20982854687930477,0.0,0.0,0.0,0.11212045803411534,0.0,0.0,0.07402411204407501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288626891393527,0.07516419390315215,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.12829809376008128,0.0,0.0,0.17434280737362326,0.15109311302726902,0.0,0.0,0.0,0.5462659858390264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4185461342743841,0.0,0.0,0.0,0.16402522246502052,0.0,0.0,0.07719152430184902,0.0,0.0,0.15075066125825662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18948645770048975,0.0
0.0,0.2259650024651303,0.0,0.0,0.0,0.25631622080846733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1723977759678968,0.0,0.0,0.16811553277689453,0.0,0.0,0.177205467981611,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.08355782438509096,0.0,0.0,0.31126638180815425,0.0,0.16810442751255933,0.0,0.2398396421116221,0.0,0.0,0.19723172418257337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2005950158303632,0.0,0.0,0.4101615941641107,0.1909097175737013,0.0,0.09379529423206834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10453837819975642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16720968227172434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8327903177282757,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5680636623726563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10336166100432177,0.0,0.0,0.22384393514284862,0.0,0.0,0.1047307414801733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.30225393959055463,0.0,0.0,0.0,0.08960776955926937,0.0,0.09731639480598253,0.0,0.11624193362104955,0.13261079360254555,0.0,0.17457493982383943,0.0,0.0,0.08739422899675897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
