t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34
0.047706682832748246,0.05323031792979742,0.0,0.028446380510640402,0.09382682708374329,0.031679913690894186,0.07325644895269293,0.025005107676228055,0.012157132126583576,0.06549067362420016,0.030719200979992787,0.034680322639252935,0.0821174802863076,0.03517020169584048,0.0,0.00615270761369278,0.030779126205660635,0.02872145993273399,0.006385003423672085,0.0,0.08835832589882929,0.040635992220154654,0.0,0.0,0.04626877816642524,0.0,0.012132813122164944,0.014368986717709012,0.026408570455349906,0.0,0.0,0.0,0.0355316460966183,0.0,0.05076990011806722
0.07804740768368937,0.03186347623953051,0.07541279237818647,0.04143621170689228,0.04443405337349837,0.0,0.033271607596221,0.012336872836932846,0.06890788005429328,0.04176641346254337,0.03678185799265668,0.0,0.014771870563009304,0.026128890329167896,0.0,0.0575882702630515,0.0060585342697920055,0.014170424837564668,0.006455009194282722,0.0,0.05149413271960641,0.028819811783207142,0.0,0.029583884092248724,0.014773378941761724,0.0,0.05895650305720493,0.02356622954618132,0.03426329039353564,0.0,0.034665979446652895,0.06532290272209178,0.0,0.057243117697717005,0.011879196818480068
0.05524791414871227,0.15480746078849333,0.0,0.03901743709727874,0.05600556827753031,0.0,0.052903675901124436,0.03429734111525973,0.0,0.055169549925013966,0.06538242908113238,0.03283919677932142,0.04106679952907353,0.04010653296805741,0.0,0.040526402601802805,0.0,0.06102940769749224,0.0,0.0,0.03280057334284761,0.1258867541036642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04427935645999626,0.02226246845652138,0.0,0.0,0.01334616090595161,0.033024970820726376
0.01962987962849687,0.014966749671317565,0.0,0.01386310425350026,0.09515724150219974,0.03193548858984652,0.05532135590245491,0.0895988139376431,0.027993655635409967,0.011729207162653908,0.02949698613789154,0.0,0.027143649632854844,0.014250065846108665,0.0,0.0,0.03144846421777637,0.013997161895914538,0.0,0.0,0.03872001381109539,0.28349199863225016,0.0,0.030973889577642646,0.0,0.0,0.0,0.0,0.025125636012653857,0.04873268782120975,0.03514567989582319,0.0,0.02447691412737776,0.0,0.03680135610787837
0.009209626269143891,0.03706800791486549,0.011843101719403962,0.04033434549934136,0.05480185061073701,0.02187348253817374,0.0,0.009103608372541212,0.03919973636735156,0.030676627476439438,0.0,0.010231583976720582,0.0,0.01098350726564667,0.0,0.04052477286374573,0.00900745129718144,0.07715307868873095,0.011376640912231424,0.0,0.085467117989182,0.14543494015947964,0.0,0.0,0.0,0.011318748336192189,0.018648278633364757,0.04382070596310599,0.0,0.2709224100657254,0.0,0.0,0.0,0.011000377080695645,0.0
0.11191107682759957,0.09290897106902819,0.028173000051135703,0.05233027594709755,0.10626564199121533,0.043672133094763685,0.12589939022816823,0.027388365557734322,0.0,0.04594390285774463,0.0336470739088802,0.0,0.032794160748747594,0.0320273336201491,0.04206176978235653,0.0,0.023736869136887034,0.03145892647914401,0.009731765253648151,0.0,0.033051153478127045,0.05772754675979577,0.0,0.0,0.0,0.0,0.0,0.024424986561819004,0.0,0.0,0.0,0.0,0.0,0.0077366553437775275,0.037109001302180755
0.0,0.0,0.25325243019803073,0.0,0.0,0.12052034771069717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039125566628990326,0.0,0.0,0.11779500557078305,0.2531224177100191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10230140629473959,0.0,0.03421256486281688,0.0,0.0,0.07967026102392318,0.0
0.04136178674987645,0.04435676848262121,0.06457499172346849,0.08612838556311317,0.17687151782482682,0.08999254184341211,0.07926833866103193,0.03117041215208786,0.022203456442347176,0.009559412805099393,0.04702074030766487,0.0,0.011892007318448382,0.011613936051580351,0.0,0.0,0.027631319940160673,0.0114078169826254,0.0,0.0,0.03327890588557345,0.02617811433137432,0.0,0.04921346793265456,0.0,0.0,0.0,0.0,0.018685648544985823,0.009616717831377465,0.058901898521031136,0.0,0.019768246289710707,0.0,0.02930356781492817
0.0703883053102694,0.06965464517009043,0.0,0.06641115611977207,0.1462698980278821,0.08956863791767032,0.06740164128803919,0.043696341390431055,0.0,0.04205828209021479,0.05368170018076538,0.0,0.05232093315934591,0.051097510756572345,0.015861956530091505,0.0,0.0,0.05019065443359242,0.0,0.0,0.04178939252970975,0.06065575954089561,0.0,0.014084155700636408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02279374493493982,0.0,0.04207528491908157
0.1058505350952229,0.0,0.08855011956395299,0.0,0.0,0.0,0.0,0.0,0.1425962939241496,0.10185334350212348,0.0,0.0,0.0,0.0,0.09254970710882769,0.0,0.0,0.0,0.0,0.01711884514577949,0.0,0.0,0.11047058458035984,0.06122017145372094,0.0,0.0,0.0901558634454078,0.0,0.07090362123918932,0.0,0.0,0.0,0.0,0.08470646791150692,0.03402444702975914
0.0625184248690468,0.043341812309657925,0.00874295925031611,0.04014579489733218,0.10036273723313012,0.02554812235851637,0.05443361430291392,0.035289196943001824,0.014079185812104213,0.0832209491650461,0.04335337993146154,0.0,0.08284157839195493,0.041266386681533734,0.0,0.0,0.04162248062498471,0.04053400885853244,0.0,0.0,0.06484693326693727,0.04898563531991188,0.0,0.006044548183028492,0.0,0.0,0.00890150170504272,0.0,0.039992688200322986,0.0,0.0,0.0,0.028654334444630315,0.029767701892058098,0.05550602535853526
0.06765745413872133,0.051585246504663874,0.0,0.047781359743535416,0.0685852891577148,0.0,0.06478666355467344,0.0724058172110524,0.0,0.05417688101510703,0.051599014240492465,0.15719430912812316,0.05029104082162198,0.04911508346985633,0.017704815382580705,0.0,0.0,0.04824341040126958,0.0,0.0,0.04016809178884093,0.05830250140698758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05996012960769736,0.0404428924270616
0.04991805647665472,0.08731156475059507,0.0,0.024913670790422268,0.025144108070861156,0.0,0.03229177142122716,0.12636645269201466,0.0,0.0332812889539169,0.018916756149112295,0.11126080370266711,0.03700570943739696,0.18456014743021293,0.0,0.0,0.0,0.017686555524275734,0.015095335607930443,0.0,0.01472605646695416,0.021374326975683998,0.012779431955757222,0.0,0.03883479513164304,0.0,0.05512924238283268,0.04611088663471388,0.0,0.0,0.0,0.0,0.0,0.016985139921000838,0.030307899524126856
0.055717136773581366,0.04017186592541841,0.08803758698261388,0.01964929334425145,0.028204564980856932,0.0,0.02664244307432743,0.03555057285248223,0.025267918329997155,0.01662474926395298,0.02121924056844819,0.020543096258976046,0.020681358148780415,0.21180323597041317,0.0,0.0,0.0,0.019839304029641184,0.016638571285994486,0.0,0.01651846290842609,0.023975938713308095,0.054741048069637664,0.0,0.14619787377285096,0.0,0.031218494502793126,0.0,0.0,0.0,0.06412577412070046,0.0,0.0,0.0,0.01663147012254824
0.053882573730001396,0.04108262546309844,0.0,0.03805320008083629,0.08058675671279,0.06241926899561398,0.05159626858775949,0.03344975172115281,0.0,0.032195809739896726,0.041093590123982046,0.0,0.04005191666646962,0.03911538115066477,0.0,0.01935772908200573,0.010293438275734326,0.03842117843516972,0.0,0.0,0.2657662820816726,0.04643226486566245,0.0,0.0,0.0,0.0,0.0,0.0,0.03275335684711897,0.0,0.0,0.010256253543091585,0.02205679816203736,0.0,0.04113555573524148
0.04819470542572259,0.15505531291183475,0.0675563943443751,0.0,0.0,0.0,0.024050302609081073,0.0,0.08392475136600377,0.025239204383325678,0.0,0.046949513552251125,0.0,0.011284680229013735,0.0,0.0,0.0,0.01076152123381931,0.0,0.0,0.02671527546230856,0.051986573708902736,0.0,0.03512664990725938,0.039829749689181085,0.0,0.09681372008598549,0.06625385625642626,0.039188388251587714,0.05040166914400334,0.0,0.012775601834670957,0.0,0.10789212960424728,0.0
0.0,0.024589276929465883,0.0,0.0,0.11704337864459492,0.0,0.02472955946037243,0.0,0.0,0.0,0.0,0.0,0.0,0.24730484707916908,0.0,0.20108544043461685,0.0,0.09501908466088341,0.0,0.0,0.0,0.0,0.0,0.1256323876121689,0.029796188500726944,0.0,0.0,0.1347998366780016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
