t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31
0.0,0.19059807844849766,0.05189331568388986,0.0,0.0,0.0,0.0,0.0,0.016636146614511092,0.0,0.014126119696164433,0.0836412739298142,0.0,0.0,0.0,0.0,0.0,0.0,0.05535202832832404,0.0,0.0,0.0,0.0,0.03532073600812009,0.0,0.1358713265694132,0.1035425208315952,0.11032234196102242,0.10711109594758447,0.0,0.09558501598106336,0.0
0.11858113348003488,0.03335811227702778,0.06147050285803403,0.13878156265014083,0.02332390724466165,0.09349577567300549,0.05979851424417294,0.0,0.03750067318360103,0.0,0.12833247080021848,0.0,0.009592226955903057,0.040762859013780885,0.0,0.009063091240137718,0.03292635868692166,0.0,0.050495064090103015,0.019301566523145124,0.0,0.02468168082476541,0.0,0.0,0.02257097190534336,0.046182733087410596,0.019642663276724998,0.0,0.020602562938234984,0.0,0.009535569046632202,0.0
0.1565655253794624,0.0852561812237649,0.05062610695622641,0.10040313375770045,0.0,0.060730900386362904,0.04729290322266874,0.06364362853672567,0.023339859558756636,0.07221977995448532,0.02331871123510433,0.0,0.08006263726109458,0.0,0.0,0.055521064377034496,0.0,0.0,0.0668034823614427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08392777845037272,0.03028830733879765,0.0,0.0,0.0,0.0
0.0,0.03040752171345014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023853987610218366,0.0,0.2109553694103135,0.06632847328561775,0.0,0.19293980934328997,0.025826649598605932,0.0,0.0,0.0,0.02650635230856334,0.08690833265186965,0.0,0.0,0.04206817611004501,0.17311458326622226,0.0,0.0,0.0,0.0,0.0,0.08308560988835197,0.03800513481345214
0.0460125146814314,0.08491399849091796,0.05992688992460334,0.03240838123693949,0.08178082752347345,0.0,0.17486204726952745,0.0,0.05575091186872859,0.027475582112880845,0.03497929982905832,0.0,0.0,0.03075379367190509,0.0,0.0,0.02767471178181503,0.0,0.026957827609818165,0.029627833436877436,0.0,0.03669337362816512,0.09601357941800906,0.0,0.0,0.0,0.0,0.12353933280557729,0.030629094710271983,0.0,0.0,0.0
0.2979558851649082,0.0,0.04782021129868167,0.016974903620730907,0.0,0.0,0.0,0.0,0.16658488832734306,0.0,0.0,0.0,0.0,0.0,0.08346416030286301,0.0,0.0,0.0,0.11384715158960884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08737847771466373,0.0,0.0,0.08790365860313569,0.09807066337806492
0.024223028071340656,0.08142431738423014,0.0,0.0,0.0,0.0,0.0,0.08918612357335214,0.0,0.08839425326593768,0.0,0.03224715627846481,0.07441524889965731,0.0,0.16657797323609352,0.021535298553760688,0.024161676637912802,0.0,0.0,0.0,0.0,0.0,0.08063209935561926,0.0,0.0,0.05839504057738459,0.025941923179540298,0.0,0.05097448465782239,0.0,0.0,0.18189137632888377
0.24545736871346055,0.06705896458438601,0.034595056574828933,0.018708959931028276,0.0,0.0,0.12564153231832692,0.0,0.03218431579919394,0.0,0.07211236405257776,0.0,0.0,0.017753786877789734,0.0,0.0,0.015976270769074336,0.0,0.015562422352795204,0.0,0.07598391755494831,0.021182633341807124,0.0,0.0,0.0,0.055741642574690636,0.0,0.0,0.1306155459130147,0.0,0.07142521864207753,0.0
0.14877098081593879,0.042118099605120356,0.03672154586066413,0.027417567826571537,0.03735247032164933,0.0,0.017057714598754707,0.0,0.017175115123808912,0.02604839861592579,0.07275102909496617,0.03384163738770668,0.06477064099089895,0.009474283542707579,0.0,0.11790886223345196,0.04728591597396042,0.0,0.08903393972100175,0.03537528820434491,0.0,0.011304082663770105,0.0,0.012020396317878672,0.0,0.04629133995214205,0.05049928821286343,0.0473455352495187,0.009435867686355114,0.0,0.0,0.0
0.052963931932927644,0.07339649973739021,0.08465226554897946,0.010683766825584898,0.03538564184341988,0.009355004003443884,0.06426471489017925,0.0,0.21488634265134682,0.009468831375097748,0.011531297424689653,0.043030955492409664,0.0,0.028464183051245484,0.012092158673941894,0.031258024878699775,0.009123262451170202,0.037675812535067854,0.021332942283145757,0.06143794816313159,0.030961214829644174,0.012096360044066282,0.0,0.025639584602122064,0.0,0.045042638047749946,0.019901040833370104,0.0,0.010097206138463839,0.0,0.0,0.04525837174271188
0.1273150532322808,0.04488115277222479,0.1072341203238004,0.01856116439836135,0.03143896529975736,0.06447501642448525,0.062437629942254325,0.0,0.10582673660653041,0.020256886157903397,0.028544420990979365,0.008514248099958968,0.0,0.01761353694416802,0.0,0.010194754299351927,0.015850062713840315,0.0,0.20220472319951746,0.007968860411407399,0.027174579838377858,0.021015296483447167,0.0,0.017056157223486468,0.04389451619221181,0.0,0.0,0.0,0.01754211844565508,0.0,0.0,0.0
0.10198713431353869,0.06413975830709244,0.1256883024625756,0.027364738989850507,0.0,0.05117115195224465,0.1262064880004328,0.0,0.0548637860563086,0.008084292845040064,0.029535551401711952,0.019935740281481158,0.016849887682300137,0.02596765110317103,0.0773670287816419,0.040216490914719225,0.023367759685124778,0.0,0.022762442557150205,0.017149529891244582,0.06005690229489965,0.030982867815912724,0.0,0.025822331673882752,0.0170368000737907,0.0,0.0,0.0,0.0334433629158858,0.0,0.0,0.0
0.2839587464874202,0.0,0.1354179963317235,0.034620312804527216,0.039578417071047464,0.0,0.12446672259475373,0.0,0.0,0.05172803698423294,0.0,0.0,0.18249977031870454,0.0,0.0,0.039767438689362125,0.0,0.0,0.04784856736542362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060113991352804694,0.0,0.0,0.0,0.0,0.0
0.06320635031418455,0.030996627934730615,0.0374560358762171,0.02025617367809633,0.0,0.0,0.05514504962464957,0.03690503302914751,0.09084729212727083,0.02609313471921147,0.02186307200274477,0.024298211558207966,0.1328940029107714,0.01922200869349186,0.0,0.02607781687363337,0.01729749364046432,0.0,0.016849420341496363,0.0,0.0,0.07915552655689652,0.09519483470715177,0.0,0.03461202158698898,0.0,0.0,0.018099727703630702,0.13051082617456722,0.0,0.023019339946446886,0.0
0.15622729956306822,0.0,0.0,0.0,0.07386590140900129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476407459769433,0.0,0.1286958277541675,0.14948096083401127,0.10712468192909425,0.0,0.09960594771400676,0.0,0.0,0.0,0.0,0.0,0.0,0.07119348388424981,0.0,0.04339421413336781,0.0,0.0,0.0,0.022770936802089938
0.11181576863592617,0.0,0.0,0.0,0.05134933126709609,0.0,0.08960539442870541,0.0,0.0,0.21114214926506616,0.0,0.10402114011781799,0.05601305793821625,0.0,0.0,0.1513069470149063,0.0,0.0,0.0,0.0,0.04442352079615828,0.0,0.07286321101325101,0.0,0.0,0.0,0.04923306679036801,0.058226412732488256,0.0,0.0,0.0,0.0
0.04586495038535405,0.04943326959596602,0.05973470157347639,0.03230444603588938,0.019064745577450175,0.0,0.015154038656977325,0.0,0.05557211607539849,0.0,0.03486711957131126,0.0,0.0,0.03065516481090232,0.0,0.0,0.07219730877271606,0.0,0.026871372590296642,0.0,0.0,0.03657569625522361,0.4472603075998808,0.0,0.0,0.0,0.0,0.0,0.030530865764697056,0.0,0.0,0.04391389673446042
0.11558079293453069,0.0,0.08960247215842333,0.012147360782308181,0.01210846621228759,0.27111959150407017,0.0,0.056275810851817334,0.0,0.0,0.0,0.057851314077853995,0.07087851719735216,0.027742678885900162,0.06123001324422797,0.07692980993013908,0.0,0.0,0.013269564082034007,0.0,0.05018706966310112,0.0,0.0,0.0,0.0,0.0,0.055940590120334865,0.0,0.02913594835561931,0.0,0.0,0.0
0.12817892416358628,0.06875535699832219,0.08308333163962442,0.044931353681122096,0.019366212386250543,0.0,0.0,0.0,0.34488655415284647,0.0,0.048495704880996235,0.0,0.0,0.04263741439000408,0.0,0.0,0.03836853973053531,0.0,0.037374643242929335,0.0,0.0,0.05087211657339599,0.0,0.0,0.0,0.0,0.0,0.050585317849592186,0.04246453031079498,0.0,0.0,0.0
0.1154432748677691,0.048433957559868165,0.03575319337356307,0.019335278749594148,0.0,0.0,0.023661049008556204,0.0,0.05160608495516124,0.021187409602526863,0.020869123567627587,0.1508588023663582,0.07128204393073183,0.018348129420793745,0.06793272681353993,0.027142834517699103,0.01651110750345528,0.017606606514032303,0.016083404706595677,0.0,0.019549701976414223,0.021891763188557803,0.05106365005135684,0.06848601869225035,0.0,0.0,0.0,0.0,0.018273732333036308,0.0,0.018454079185675154,0.08022602711483684
0.12172982472133385,0.06613817773053005,0.0,0.0,0.10506478204126328,0.0,0.0,0.0,0.0,0.14770747415470045,0.03654204087089166,0.0,0.045573593384059835,0.0,0.0,0.05106740813705554,0.08209083916007667,0.0,0.15154702840524498,0.0,0.0,0.0,0.0,0.07154949634457936,0.0,0.0460380857026005,0.07495124934766384,0.0,0.0,0.0,0.0,0.0
0.11221652159752955,0.033240173086515,0.04106182415656113,0.023240978637075582,0.03121196725800854,0.0,0.0,0.0,0.0277107531537858,0.0,0.03220685012795815,0.0,0.06768705996143141,0.015286042082885426,0.031483211278344005,0.10007223896087274,0.06338010148353262,0.0,0.0742863192013726,0.0,0.006836104696008689,0.018238284987766345,0.0,0.0,0.0,0.05656173019481051,0.04183805799327448,0.03179460488180407,0.015224060995428331,0.10973740671615952,0.0,0.06668570854887561
0.09156909637548456,0.058684539383831155,0.048131972601651696,0.02222585251239662,0.054337964092027874,0.0,0.0527527512624842,0.0,0.05426491247480172,0.05792429074254505,0.04443784469941898,0.0,0.03386962703066556,0.04149971062082394,0.0,0.03629322283612803,0.04055093012379216,0.014392346703159318,0.06991370204780559,0.0,0.007082785097804433,0.02516452470980861,0.0209607311604155,0.026692621797213822,0.02640924975770787,0.036956559580174894,0.021220402424224738,0.0,0.027341419306222303,0.05768896620199865,0.01683846984835327,0.012795506609059516
0.0,0.08411259597885191,0.15058472814093374,0.0,0.023605530292372136,0.043637097862714885,0.0,0.034619456390739836,0.0,0.06359284491554466,0.0,0.08509755727858405,0.05100009812258957,0.023668133153368808,0.02343638574647158,0.019869652128712056,0.0,0.0,0.06049362222687477,0.020392579283712665,0.06328243948226964,0.0,0.0,0.057233199997978636,0.07668640961870582,0.0,0.01976998722292686,0.0,0.0,0.0449008941013507,0.0,0.05401678805529773
0.11888368995587517,0.0686333081492061,0.10422698770613287,0.04485159524126492,0.10628036280462123,0.0,0.044485892233208556,0.0,0.1052857848608189,0.0,0.04840961929834201,0.0,0.0,0.06244545203915821,0.0,0.08600806586990456,0.038300431057686865,0.0,0.0373082988532982,0.0,0.0,0.0728076133696854,0.0,0.0,0.0,0.0,0.0,0.0,0.06207289856079696,0.0,0.0,0.0
0.08543605893424266,0.0741828090545624,0.10959172910337472,0.041960302369890255,0.031066592350358715,0.0,0.023279673556832015,0.0,0.164951743140953,0.10347724186504775,0.019608915392061464,0.0,0.0,0.01724015463558056,0.0,0.027329940987967996,0.015514063588502275,0.0,0.07240402525197792,0.0,0.0,0.020569801638118133,0.0,0.042639857519999394,0.0,0.0,0.07581336731837192,0.0,0.017170250109186633,0.0,0.0,0.05776347318297223
0.08054489645701937,0.014808900858342997,0.05047817074893575,0.016903798008029793,0.0,0.022370039455239066,0.061299730047810586,0.0,0.0387912727521198,0.026543449804440445,0.018031773683836346,0.015985811246871283,0.04378756559882645,0.012198430499521589,0.11092736222025035,0.062074521974202476,0.0052563727626354076,0.0,0.019975440550249808,0.011376775138875327,0.05774468518814403,0.006969324603229596,0.06857401354186117,0.018550106780774598,0.0,0.03030082106655038,0.029494056560814455,0.026952599177964297,0.016058750217019635,0.0,0.09043088294125644,0.04357044811517868
0.09490822036518996,0.0673067041201093,0.08133279302320513,0.05861761850576219,0.02835171520628911,0.01350253067603822,0.0,0.0,0.07566515435022829,0.014201925104779137,0.04747391624482448,0.04951295029755276,0.02904867461926409,0.04173905801790144,0.0,0.06826967814133028,0.037560127150918825,0.0,0.0365871717371473,0.0,0.0,0.049800257720323204,0.0,0.0,0.0,0.016716379403910558,0.04505614256770732,0.04812767756229848,0.08387047503832944,0.012350830146890543,0.0,0.0
0.10425251039830978,0.01885854355795902,0.022788488011260658,0.012323983577514994,0.0,0.0,0.010530855351155168,0.036016689659673945,0.02120048259363729,0.4012871730324676,0.013301630633588461,0.014783184868233332,0.0,0.011694791090856561,0.0,0.04008201827256155,0.010523904017853304,0.0,0.010251293402158631,0.0,0.0,0.013953444039398537,0.0,0.05151325806738931,0.0,0.07054712241457611,0.07206533667578467,0.0,0.011647371630314424,0.0,0.05237791870530666,0.0
0.05926502926718111,0.0441003243438575,0.0,0.0,0.01696225675065264,0.0,0.030922433811044172,0.0,0.0,0.06798013118528752,0.0,0.07453391080747247,0.07274361575610641,0.0,0.0565024193530251,0.16242563154590323,0.0,0.013548970383790129,0.013326789660331103,0.0,0.01504425812431567,0.012576925494806051,0.0,0.20361817444499972,0.0,0.0,0.014206145554830856,0.052567962769607124,0.0,0.025357112979677406,0.0,0.0643179077671119
0.041567240376111064,0.006127427508987091,0.010704785189500184,0.048197825553565575,0.0,0.02919701973773877,0.024608631654573984,0.0,0.0,0.011793248289676593,0.03856954791596481,0.036432948245467875,0.011240542486782829,0.011211021923707048,0.006138547215986926,0.04799454776400331,0.0,0.04653283956834823,0.026216120273446355,0.005341301860406244,0.01584397838868647,0.0,0.004774482733656943,0.008477168970846586,0.06215070445269604,0.036861860448107596,0.013480654275098118,0.015873668343190213,0.033562331851926794,0.29155498924781587,0.07375234416828512,0.04179422155542331
0.0,0.02454859760028425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019257799057869184,0.022380870271387243,0.04748943262813359,0.07779648979985031,0.0,0.02459314699922396,0.03922350087556289,0.0,0.23481859302501196,0.0,0.021399105879334652,0.022239729710603617,0.06806382960011961,0.0,0.033962476022719935,0.0,0.1626365616676775,0.0,0.019191757698919332,0.0,0.0,0.0,0.182398109163302
0.0,0.09549044132045535,0.08077153925639736,0.0,0.0,0.08089677644639844,0.043615014922890966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30848572846404754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10600640847603501,0.0,0.0,0.0,0.0,0.21909036773589394,0.06564372337788144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25349023423556427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12594676507788202,0.0,0.0,0.0,0.0,0.4250856358693263,0.19547736481722736
0.06030167080379984,0.023773580783948763,0.02872777311857194,0.01553594095215586,0.03324485441342828,0.0,0.13640118856116973,0.0,0.026725891320797345,0.0369027762048277,0.01676838879174224,0.08489648892104025,0.06504502135355951,0.014742764195729462,0.03741218028744282,0.026053687431007947,0.01326671285945454,0.0,0.01292305267833498,0.014203000990712403,0.042350888605733245,0.13461393654445336,0.04149364309673014,0.0,0.027796763779365276,0.0,0.03378843014120851,0.017311078243614567,0.04114185989859943,0.014578426022571886,0.0,0.0
0.17921133688668936,0.09038532357767819,0.17563032538034956,0.059066451234489614,0.0,0.0,0.0,0.0,0.10160978091121603,0.0,0.06375212302225987,0.0,0.0,0.05605085428107244,0.0,0.0,0.05043902075633266,0.0,0.04913245120950919,0.052022613059084934,0.0,0.06687613763215522,0.0,0.0,0.0,0.0,0.0,0.0,0.055823582049162934,0.0,0.0,0.0
0.15833638987526621,0.06608955105854697,0.06763194095167399,0.03657526243917685,0.04561214591332604,0.0,0.0,0.0,0.0629190399210057,0.0,0.08434470983908124,0.0,0.055957324822254406,0.034707937626583196,0.0,0.06270287973287948,0.07856413100752098,0.0,0.09958156112722404,0.0,0.0,0.041411194234508744,0.0,0.0,0.0,0.056527649556733506,0.014471076296621383,0.0,0.034567205597597274,0.0,0.0,0.0
0.12302376481708928,0.0,0.022049798873354,0.02105189768893735,0.022798811009550418,0.0,0.02059804845548348,0.0,0.0,0.03145475167686055,0.0,0.023783032647567072,0.0,0.0,0.0,0.024181758708143857,0.0,0.0,0.029095726269908282,0.03356196384444627,0.0,0.0,0.0,0.0,0.0,0.0,0.11245344039863571,0.5129335311961706,0.0,0.0,0.02301347441385311,0.0
0.16793257880299767,0.06629192895062733,0.0928132718649209,0.052549556772638374,0.020259463462060458,0.0,0.0,0.0,0.11295452218706388,0.0,0.06668708410642364,0.0,0.02485446266495215,0.04110976320651757,0.0,0.027850623457360817,0.05801683492779593,0.0,0.14347228915128915,0.0,0.0,0.0490494251601936,0.0,0.0,0.0,0.03521512191338221,0.0,0.0,0.04094307337177635,0.0,0.0,0.0
0.15290346190220142,0.053084630865413915,0.11638094639758984,0.016077822217602067,0.015037704257979722,0.0,0.03058048446749412,0.027438692033212336,0.15447810760982947,0.0,0.03214561810001086,0.015467685886112274,0.04508091386442505,0.015256980086685738,0.0,0.02067228679261136,0.02933388696451997,0.0,0.07877298938887321,0.0,0.045200173555431884,0.01820361015394545,0.0,0.0,0.0,0.018636397376439323,0.0,0.06916383033119813,0.015195116838373554,0.03088866091005036,0.0,0.0
0.12839542974090726,0.0342371961802619,0.08047031103548502,0.0810025494977434,0.01395096378573243,0.007858407783081368,0.02621336857677328,0.0,0.03848892569268709,0.037391123475565426,0.05037487977666501,0.0,0.033043439973259724,0.030067938442820658,0.061886010277190845,0.04863385170980374,0.03358261891835089,0.0,0.07304532952974242,0.0,0.0,0.025332115361876656,0.0,0.0,0.006964787563093777,0.03045749340812907,0.06485730880063566,0.0,0.05415346192722659,0.0,0.0,0.03959248854296787
0.021196053888506025,0.0535307394742503,0.06036655021774375,0.12830739320608622,0.0,0.0,0.06587162440798991,0.0,0.025682128883510087,0.0,0.10185563966135688,0.0,0.0,0.046796561758766085,0.0,0.0,0.012748589950745454,0.0,0.012418351196209513,0.12925417791937968,0.02629859192773769,0.08333599933796791,0.0,0.0,0.0,0.05333072162393577,0.08627397010577577,0.07862335501625926,0.01410955142377981,0.0,0.0,0.0
0.21366820305808146,0.025409846437716814,0.03762548902659993,0.01660523408094463,0.06386789804291897,0.0,0.0,0.0,0.028565355826879833,0.0,0.06564123287919935,0.0,0.08407603527646856,0.021267728428365374,0.0,0.08854790878052085,0.08741178381387349,0.005025197359716122,0.11196173257185864,0.0,0.0,0.028226401381112237,0.0,0.0,0.0,0.07452756077731662,0.0,0.0,0.030392099182461697,0.0,0.017180293075965455,0.0
0.11271595114082372,0.07777684289614581,0.1258983986901224,0.06857710050370557,0.0,0.008901082872507028,0.0173675713124175,0.0,0.14392729700850476,0.0351522590258191,0.05485889368240992,0.0,0.0,0.04823192875851316,0.005626724159722327,0.029155250296262255,0.04340292912520541,0.0,0.06681114526344405,0.0,0.008863152718702961,0.05754711765397408,0.0,0.0,0.0,0.0,0.03082115027844068,0.0,0.04803636031912278,0.0,0.007334595042375894,0.00899424925178061
0.1386908360427334,0.0,0.04473782261197243,0.01613725244713682,0.02799106249699865,0.03153404836561734,0.0,0.0,0.029684903808720364,0.07108640378532813,0.027534382968809286,0.08090675303177668,0.03433964670815818,0.0,0.08059104326052047,0.03847922938508454,0.029045983061440725,0.0,0.05533106850658683,0.0,0.05472907890577514,0.0,0.0,0.0,0.07201759741531748,0.0346896411003695,0.06508718951004229,0.06738605658761182,0.0,0.0,0.0,0.0
0.0,0.06741399677068034,0.08329887561382984,0.0,0.17508846244351617,0.0,0.0,0.0,0.08119095796862871,0.10103987255484655,0.0,0.0,0.0,0.0,0.0,0.0,0.05010381497827926,0.0,0.04870036859483516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27009122479871944,0.0,0.12307242627666438
0.15324386581698357,0.08738989691963918,0.2027709376363949,0.033935783712379736,0.0,0.0,0.05761866043571675,0.0,0.05837844454843205,0.0,0.03662786933820656,0.0,0.031344030588589554,0.10978159125162226,0.0,0.0,0.028979017077830842,0.0,0.02822834625506279,0.0,0.03517348157060254,0.038422727195754965,0.0,0.0,0.0,0.0,0.0,0.0,0.03207263966054057,0.0,0.0,0.0660327079922438
0.1311308181523418,0.09229039998226628,0.05051554765131183,0.02731874003033093,0.03417225513101781,0.0,0.0,0.0,0.04699539469931012,0.01614140698689854,0.0546204437456128,0.03980445830409548,0.0313466706934931,0.025924000588822754,0.028524234780959213,0.052601714350753996,0.04984287182784598,0.0,0.06146552740297254,0.02608880074881251,0.018640786907099048,0.030930786936098992,0.0,0.10583190390753132,0.018328191675711827,0.03166616026339049,0.0,0.0,0.025818885233322552,0.0,0.0,0.0
0.07272572407008056,0.0,0.08120763258953057,0.08397195265327334,0.0,0.316196567264769,0.010792768028088635,0.06377911849742113,0.056642197855647045,0.0,0.0,0.0,0.05441160483594556,0.0,0.022472992498218197,0.030888213481216436,0.0,0.0,0.0,0.0,0.09838594187746763,0.0,0.026020567050641766,0.0,0.0,0.013613026531976742,0.0,0.0477543059388974,0.02113738682682591,0.0,0.0,0.0
