t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33
0.0,0.0,0.0,0.03719069864773176,0.0,0.0,0.0,0.0,0.0,0.0,0.20374294455177233,0.27948114715317945,0.03709583216100718,0.04382016818348141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11653597323395519,0.04656636400071287,0.0,0.0,0.0,0.0,0.0,0.05894593789382083,0.0,0.044576226565922306,0.0,0.13204470760841663,0.0
0.0,0.048747577272411906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21087580770305228,0.09848096549613261,0.0,0.3908913342000478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07575756260230714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17524675272604842,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18286058865104618,0.091498974386884,0.07125273248437172,0.41332640141043014,0.0,0.0,0.0,0.0,0.0,0.0,0.24106130306726795,0.0,0.0,0.0,0.0
0.29053774788013703,0.0,0.3339125976217568,0.0,0.1711155441547836,0.0,0.0,0.0,0.14056165805871648,0.0,0.06387245228460614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5796293432750819,0.0,0.0,0.0,0.4203706567249181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4463737056903949,0.0,0.0,0.0,0.359164541271051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19446175303855404,0.0,0.0,0.0,0.0
0.0,0.5038433008179111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4961566991820889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3309147790638471,0.0,0.07140778728958498,0.0,0.09252034674503189,0.0,0.14715252870013673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05008669032492713,0.0,0.3079178678764721,0.0,0.0
0.47477488262510403,0.0,0.0,0.0,0.525225117374896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.920531984692075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794680153079251,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06685984508228433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9331401549177157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7894029157541373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21059708424586265,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20770240856570688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7922975914342932,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.034888336996617975,0.0,0.0,0.6454690066483729,0.13057574998593574,0.0,0.18906690636907345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8149566135685854,0.0,0.0,0.0,0.0,0.0,0.07387948993645946,0.0,0.0,0.05619076550874903,0.0,0.05497313098620605,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04560994939341973,0.014133469923074382,0.06726430199920053,0.0,0.0,0.0,0.5847082052442188,0.0,0.0,0.0,0.10918681905701988,0.0,0.0,0.0813469087539685,0.08191242199990278,0.015837923629195404,0.0
0.0,0.1134052998302602,0.0,0.0,0.0,0.11668693055166746,0.0,0.0,0.0,0.144153174383286,0.0,0.0,0.050802362854185996,0.058096706625324894,0.0,0.055093975922982555,0.0,0.0,0.0,0.05982961540287378,0.169644080242137,0.0,0.12713462982691046,0.0,0.0,0.0,0.0,0.05272778965890131,0.0,0.0,0.0,0.0,0.05242543470147036,0.0
0.15892143068412637,0.0,0.0,0.0,0.3546542449651114,0.0,0.0,0.10191470562489216,0.0,0.3845096187258702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12416232572831974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14804517047719423,0.0,0.0,0.31021539156066136,0.0,0.0,0.0,0.0,0.0,0.4175771122338246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.06688225797535949,0.0,0.0,0.0,0.2629758813813852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19373657090805121,0.06520017507088374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07400093485215412,0.0,0.0,0.0,0.0,0.06705418152243076,0.0,0.2701499982897354,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3118530638210553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431621870439109,0.0,0.0,0.0,0.5449847491350339,0.0
0.40407468579800776,0.0,0.0,0.0,0.06401774397862962,0.1736298048536901,0.0,0.0,0.0,0.11898305007903678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021041185888103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13719059670182543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.10383231799428343,0.11233068213741507,0.09394831762604927,0.0,0.0,0.2736991100851933,0.0,0.0,0.0,0.0,0.0,0.09812766393111,0.18282915449296006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1352327537329888,0.0
0.2182730101960505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193420888268282,0.05170113966001471,0.0,0.0,0.0,0.0,0.0,0.0,0.10033430134882267,0.310349459968284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1328257212537025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7293648840628646,0.0,0.0,0.0,0.0,0.08116828667325798,0.0,0.0,0.0,0.056641108010174954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.39091023124227636,0.0,0.0,0.020902310637486037,0.26855019681725,0.0,0.08042709112744523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018277852587930243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018878647060013347,0.0,0.20205367052759882,0.0,0.0
0.21540031162098788,0.0,0.03228943963344084,0.0,0.4900129629317941,0.0,0.0,0.0437667369209126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17627878486932722,0.04225176402353754,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27693790053357625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046881453263748374,0.27635260698081426,0.0,0.05317170620119113,0.0,0.0,0.18818803220001304,0.10209346074246074,0.05637484007819637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.09598884503933455,0.0,0.0,0.20786178452343523,0.09849582076715185,0.0850784734056628,0.0,0.02618831142751091,0.0,0.0,0.0,0.0,0.10219414608216984,0.0,0.0,0.0,0.0,0.08312949113033347,0.0,0.0,0.0,0.08755400065043907,0.0,0.0,0.1010901312834671,0.021444395639955077,0.09097460005054021,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0651561794796838,0.0,0.0,0.0,0.0,0.0666875503901869,0.0,0.0,0.0,0.0,0.7052194778143873,0.0,0.0,0.0,0.16293679231574193,0.0,0.0,0.0,0.0
0.45898062686121116,0.0,0.3295838066689288,0.0,0.21143556646986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.16738338070733805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326166192926618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5843866718028702,0.0,0.0,0.0,0.0,0.19926227006224612,0.0,0.0,0.1410496024366686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07530145569821513,0.0,0.0,0.0,0.0,0.0,0.0
0.22339935143719836,0.0,0.0,0.0,0.15853172695313958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06601615418028478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26632177961776177,0.0,0.0,0.0,0.28573098781161554
0.6278666714666148,0.0,0.0,0.0,0.37213332853338515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.7892891931125577,0.0,0.0,0.12151717543704668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0891936314503956,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
