t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23
0.1045565971621347,0.05441022804803892,0.1900464311434571,0.11574494001454791,0.0,0.12434015154388756,0.0189818843505901,0.0,0.04346870204070206,0.018424646898366134,0.043357554708029315,0.0,0.0,0.02323728726024613,0.0,0.08456852830159026,0.026857875132573567,0.028443088932611316,0.01670785218588613,0.0,0.0578367638378428,0.03354952519283349,0.0,0.015467943246662341
0.2635444020434243,0.1558658781431477,0.08885410196051521,0.09271713969406625,0.05305977343150385,0.028360147652329176,0.0,0.0,0.016641908920589272,0.01852036939653905,0.044918841651292646,0.014769074927124084,0.0,0.014009474679530383,0.0,0.01792107299786688,0.0,0.08852865464346982,0.0,0.01725731773265601,0.01627297633560427,0.0,0.0,0.06875886579034114
0.17568414528136447,0.08965868411273996,0.07632077161561529,0.10523062228416094,0.03690189179329195,0.07455876357678581,0.0,0.0,0.043751540643855336,0.0,0.0,0.0,0.0,0.195333195759365,0.0,0.047114460089228025,0.0,0.1554459248435932,0.0,0.0,0.0,0.0,0.0,0.0
0.0630592020757662,0.06146475964405105,0.16073651672491784,0.10340549604007496,0.0,0.09640535529955638,0.0481109642590582,0.0,0.0132552453769338,0.05351199220610172,0.0,0.0,0.0,0.011158517052654367,0.0,0.11829657154620994,0.04156546717329468,0.06829592858777014,0.0,0.07091374431402536,0.0,0.08982023969958555,0.0,0.0
0.06962817876423254,0.06454284445939588,0.0,0.011377409639682716,0.04313220653280055,0.0,0.06543182933286276,0.146118092752281,0.05673209300318969,0.011337317859720758,0.013735781017378351,0.03180610194411154,0.09977633854198018,0.0,0.08159726599258711,0.0,0.0970821575928591,0.02810872530087055,0.13457365512896952,0.0,0.035196420433857754,0.009823581703220055,0.0,0.0
0.09883286600080281,0.05611316944266924,0.18357625313013504,0.08767168681145764,0.040937542645932155,0.07906525251530536,0.04894483104084039,0.026781650633303816,0.04639597604616277,0.0,0.0,0.052024730045883906,0.0,0.039057012915547196,0.03950466313032246,0.04996215743627112,0.0,0.04780687518975445,0.0,0.02048063205251512,0.08284470096309648,0.0,0.0,0.0
0.13217084252427105,0.039874202064882465,0.0,0.28108990401456024,0.0,0.0,0.0,0.03892079921432826,0.0,0.18806656158567617,0.0,0.0,0.0,0.0,0.03933152782339269,0.0,0.1979479360107858,0.0,0.08259822676210338,0.0,0.0,0.0,0.0,0.0
0.0,0.02848507029892254,0.10498958387848391,0.08350618587451372,0.0,0.26368560786610185,0.0,0.0,0.04528490530878789,0.04786677237172239,0.0,0.0,0.0,0.13446930314007316,0.0,0.0667858604787238,0.02606005892008239,0.10018829909118451,0.0,0.0,0.041456331038416075,0.05722202173298776,0.0,0.0
0.0653017256416901,0.07887591668348018,0.21796451002165404,0.1344502226732151,0.0,0.1344470355812352,0.0,0.0,0.014548843660416713,0.028973572765658036,0.0,0.02182338774226121,0.0,0.0565243803023733,0.0,0.09028685684475977,0.030371454486117788,0.028372493490257306,0.0,0.02788176453784493,0.0,0.07017783556903616,0.0,0.0
0.19008343761030638,0.08855846314516745,0.16629490316941628,0.06880651221667043,0.0,0.12478171025598288,0.0,0.0,0.07322267438423859,0.0,0.0,0.017777075917341973,0.0,0.11617498757106738,0.0,0.07885086374409218,0.0,0.07544937198571644,0.0,0.0,0.0,0.0,0.0,0.0
0.1468789304884441,0.04399894231091659,0.23132709730538084,0.11569948464646858,0.0,0.12536365679465264,0.03346318109648143,0.0,0.02954171754945064,0.021917498536767346,0.0,0.0,0.0,0.024868778333886746,0.009778817748463783,0.06581409321289568,0.0,0.030440079595962535,0.0,0.020422769549331962,0.056392413695922135,0.0,0.010984642539792821,0.03310789659518216
0.18110182951679946,0.050680313708380276,0.10564222656227353,0.06061749734439685,0.054512621390823746,0.09869445510551782,0.0,0.02659715716180086,0.04190393528257943,0.005823233651649015,0.0,0.03619528732121641,0.02093633774313315,0.035275527772398674,0.0,0.06341848189144537,0.0,0.08421424050931006,0.0,0.03493461081896648,0.006829161951672333,0.0,0.06507829213587131,0.027544790131765327
0.054082661973454516,0.01207583289981566,0.09936097688811608,0.1510424548286024,0.19920761684988927,0.0,0.032113031451352234,0.050657772012356696,0.054135257384056085,0.1034273189457907,0.02524339769265726,0.045666206987479294,0.035504976737195444,0.054261796658739946,0.0,0.0,0.04251866489636098,0.011607338653785049,0.0,0.02909469514034845,0.0,0.0,0.0,0.0
