Word,phi
worried losing job,0.5328509211540222
depressed constantly,0.5240086317062378
moderately depressed,0.48555421829223633
depressed weeks fact,0.4809655249118805
depressed worried,0.4600293040275574
depressed anxious,0.4564637839794159
feel anxious,0.4401882588863373
depressed,0.4082772135734558
bit depressed weeks,0.40771329402923584
losing job,0.40700364112854004
