Word,phi
depressed weeks,0.519371747970581
weeks depressed,0.4952986538410187
depression,0.47821715474128723
depressed,0.4177297353744507
motivation lack,0.36382508277893066
future depressed,0.30519169569015503
mental health,0.2929045557975769
motivation energy,0.20487827062606812
watch tv,0.19993582367897034
health,0.18871423602104187
