Word,phi
yes depressed,0.6662175059318542
haven depressed,0.6111853122711182
yes depressed past,0.5948775410652161
depressed recently,0.5812754034996033
depressed definitely,0.5536967515945435
depressed lately ve,0.5466204881668091
depressed lately,0.53489750623703
depressed quite,0.5195477604866028
haven really depressed,0.5040220022201538
depressed depressed,0.5002289414405823
