Word,phi
life feels pointless,0.6386095285415649
feel unmotivated,0.5708156228065491
felt depressed,0.5261358022689819
feel bored,0.46895280480384827
life feeling,0.4628775715827942
feel useless,0.45655086636543274
depressed days felt,0.4533986449241638
feel like failure,0.4424349069595337
despair feel,0.3734913468360901
felt life,0.3625905215740204
