Word,phi
wouldn say depressed,0.5918916463851929
haven depressed,0.5474008321762085
think felt depressed,0.49884283542633057
yes say depressed,0.4864409863948822
feel like depressed,0.45958489179611206
like depressed,0.4423491954803467
depressed felt,0.4360526204109192
think depressed,0.4346460998058319
depression,0.4226386249065399
depressed,0.421123206615448
