Word,phi
yes depressed weeks,0.5965332388877869
strongly depressed,0.4783192574977875
think felt depressed,0.4435669779777527
depressed year,0.44201549887657166
depress,0.44061967730522156
little depressed,0.4347807765007019
depressed usual,0.409145712852478
depressed hasn,0.4083206355571747
depressed,0.4082377254962921
depressed usually,0.3972691297531128
