Word,phi
feeling depressed,0.5880887508392334
feel sad depressed,0.5255385637283325
sadness depression,0.5205786824226379
feel depressed think,0.5200684666633606
depressed weeks,0.518319845199585
feel bit lonely,0.5103417634963989
sad depressed weeks,0.4825326204299927
feel lonely,0.4824039340019226
depressed feel,0.47766199707984924
depressed,0.46979641914367676
