Word,phi
depressed financial,0.646232008934021
financial situation,0.4678833484649658
financial status,0.4492180645465851
ve really depressed,0.4091755747795105
having financial,0.4047211706638336
really depressed,0.4024629294872284
financial issues,0.4001561999320984
financial worries,0.38290151953697205
depressed,0.3574836254119873
make ends meet,0.3460843861103058
