Word,phi
haven felt depressed,0.6058250069618225
haven depressed,0.5643718242645264
depressed depressed,0.5330013632774353
felt depressed,0.5155983567237854
depression,0.49605268239974976
depressed happy,0.49125969409942627
sad depressed,0.4848424196243286
mental health depressed,0.4751288890838623
depressed,0.4686785340309143
way haven depressed,0.46632635593414307
