Word,phi
wouldnt say depressed,0.696885883808136
wouldn say depressed,0.6448622345924377
depressed depressed,0.5984174013137817
depressed easily,0.5676350593566895
depressed easily cause,0.5633201003074646
actually depressed,0.5496523976325989
depressed person,0.5234423279762268
depressed,0.5041354894638062
depressed really,0.49521905183792114
gets depressed easily,0.4899284839630127
