Word,phi
depression,0.5424036383628845
depression feeling,0.5349414348602295
clinical depression,0.5329923033714294
depression depression,0.511624276638031
depressed past,0.48060810565948486
don think depressed,0.46484610438346863
depressed,0.44272580742836
depressed normal,0.4146021604537964
like depressed,0.38695210218429565
think depressed,0.3863409161567688
