Word,phi
depressed couple weeks,0.5895023345947266
believe depressed,0.5749129056930542
believe depressed weeks,0.5371296405792236
depressed weather,0.5370195508003235
depressed,0.515014111995697
state depression,0.4952605962753296
depressed ve,0.4581141173839569
depressed making,0.4500100910663605
depressed couple,0.4070018529891968
depressive episode,0.3934180736541748
