Word,phi
depressed past weeks,0.5346556305885315
weeks depressed,0.5149644613265991
depressed weeks,0.5094643831253052
haven depressed,0.49807268381118774
depressed weeks felt,0.48354458808898926
haven depressed past,0.4784824848175049
felt depressed,0.43822550773620605
depression,0.4142908453941345
life depressed,0.40382641553878784
feel depressed,0.3962889611721039
