Word,phi
lacking motivation,0.5848329663276672
depression,0.48522934317588806
lack motivation,0.4690466523170471
unmotivated,0.4420916736125946
feel energised,0.43342673778533936
motivate work,0.41149312257766724
depressed want,0.4051775336265564
feel overwhelmed,0.39123451709747314
work feeling,0.3782055377960205
hard motivated,0.33661991357803345
