Word,phi
feeling depressed,0.5037244558334351
extremely depressed,0.4828190207481384
depression,0.47882986068725586
depressed weeks,0.4263649582862854
depressed,0.3953717052936554
life,0.1916813999414444
life don,0.1663295030593872
feel really,0.1588592231273651
just feel,0.15753909945487976
die,0.156448632478714
