Word,phi
depressed lockdown,0.5446507930755615
feel depressed,0.4406871199607849
depression,0.43612736463546753
depressed,0.43469980359077454
feel depressed think,0.4072413444519043
weeks lockdown,0.389525443315506
whilst lockdown,0.3140716552734375
getting normal,0.30674561858177185
mood improved,0.2930019199848175
ve generally happy,0.2864808440208435
