t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30
0.1932248359411547,0.018995536733468966,0.06047254847821515,0.08436472999734752,0.0,0.0,0.07020480599179764,0.0,0.0829663442228994,0.0,0.05609739461880796,0.027784226261030182,0.03793189107811594,0.0,0.035517952505596084,0.054468294069679804,0.0,0.0,0.0,0.06447988693359281,0.029589181324258595,0.07176871275459644,0.009984636317997777,0.008735696037178045,0.018652123992247603,0.025347654058621563,0.0,0.010150379676065257,0.03926316900732859,0.0
0.031980086706928645,0.10016139030720671,0.05307645380422066,0.032733471602647,0.0,0.10363726343494739,0.0,0.0,0.010659800104066015,0.04142923402023275,0.059079882769304794,0.015615531573287092,0.0,0.011536506624481031,0.2711293132004651,0.0,0.0,0.0,0.0,0.0,0.05712314290967071,0.06174676650949273,0.05319655494834241,0.0,0.010954902878009307,0.0,0.046113085905765024,0.0,0.012000524688452953,0.027826088012479686
0.05539174745138033,0.0,0.07088002006890867,0.0,0.0,0.0,0.03885268289800313,0.0,0.0,0.07193510965695597,0.0,0.12410259702078157,0.044460061110820744,0.0,0.08981096871076323,0.053338455102564984,0.0,0.29346370442560316,0.0,0.0,0.034681550866697136,0.03995828027194305,0.0,0.03005093720890218,0.0530738852066758,0.0,0.0,0.0,0.0,0.0
0.28632955880382366,0.0,0.047865969398885794,0.18418737033810895,0.0,0.0,0.026237595994646073,0.0,0.10795663643804886,0.0,0.0,0.02199210976632289,0.030024313234310637,0.0,0.028113603122851556,0.03601997935724525,0.0,0.0,0.0,0.0,0.023420789820281243,0.026984216692792714,0.0,0.0,0.06643690540864969,0.11443095162403284,0.0,0.0,0.0,0.0
0.040695329679251206,0.0956361258935587,0.0,0.015764075888529835,0.15749491718964562,0.10622249294593362,0.03967659301835498,0.023471631691114964,0.0,0.011914625384519432,0.15610517377438218,0.01465482602647376,0.01474332636064736,0.01939877899401619,0.013482840422053484,0.014292259941087147,0.10687718467360492,0.0,0.0115239159152007,0.0353995588360363,0.04539230614550239,0.013177922099586278,0.0,0.0,0.0,0.027838780990096214,0.0,0.0,0.022388373758618813,0.013848960371785799
0.11826046722135171,0.0,0.06867208357916381,0.0,0.0418482126586623,0.04278115878112966,0.03764240874441812,0.032344472227739,0.0,0.0,0.060430810026924076,0.08142753393936238,0.2803382273468708,0.0,0.040333868249388116,0.05167694426759233,0.0,0.0,0.0,0.0,0.03360120888026601,0.03871356638791616,0.0,0.0,0.0,0.0,0.0,0.0,0.054024679661301825,0.017904358027913767
0.0,0.0,0.0,0.0,0.045480793839758574,0.0,0.0,0.0,0.42776246866949513,0.09458562983159624,0.0,0.0,0.0,0.0,0.06335102810346105,0.0893761208080919,0.08294153427506301,0.0,0.0,0.0,0.0,0.0,0.12671693469121914,0.0,0.06978548978131492,0.0,0.0,0.0,0.0,0.0
0.15272027815403205,0.0,0.06633488478885918,0.12601020219471212,0.0,0.0,0.0,0.019805383030186634,0.07278563449178313,0.0,0.0,0.06615275123859715,0.07185042829563991,0.0,0.029072733243022522,0.04392798193527656,0.0,0.0737798626061878,0.0,0.0,0.02242575819212828,0.0,0.0,0.0,0.15265312921217394,0.027581391875005717,0.04762348679467141,0.0,0.027276093947723557,0.0
0.2365910033565453,0.029258538438635327,0.11503717073779397,0.08943935757872905,0.0,0.01227641323670282,0.015230809006611955,0.03181461017083652,0.0866459722663019,0.0,0.0,0.012766322934908344,0.01742898169938246,0.0,0.03267044995275585,0.06848190117348456,0.012932166438161335,0.0,0.0,0.029644941845709923,0.026308147692299066,0.030950129685998178,0.0,0.08102354387630462,0.03792223497831383,0.01747014660303364,0.0,0.0,0.01610715832749132,0.0
0.12386832236563709,0.0,0.1607788610625514,0.0,0.0,0.0,0.06614212119591419,0.0,0.0,0.0,0.0,0.055439712914811146,0.07568802283460319,0.0,0.07087133079512774,0.09080244396656588,0.0,0.0,0.0,0.0,0.05904125969136724,0.09691956748370856,0.0,0.14308898654701785,0.0,0.0,0.0,0.0,0.05735937114269583,0.0
0.20708326233955213,0.0,0.08434013565973932,0.055503646003746,0.0,0.01833351377260144,0.07212184677360911,0.0,0.0,0.029975464692896685,0.009389371899660548,0.027805608388998496,0.037961082625200704,0.018887024067795993,0.059550261304944764,0.04554167157355149,0.0,0.0,0.0,0.0,0.029611952505849515,0.2522892849662437,0.0,0.008742418836251317,0.03304010832021955,0.0,0.0,0.0,0.009823346269139206,0.0
0.084683981547935,0.0,0.12448478308193749,0.0,0.0,0.04544814241625865,0.04467389058962237,0.021422686999156153,0.0,0.0,0.0055213026622563995,0.03270148019792177,0.07747781257795469,0.0,0.10523013581003789,0.059403348836036755,0.0,0.0,0.03442196642033919,0.0,0.07996443182987438,0.23219235293248386,0.0,0.0,0.0,0.0,0.0340578208336441,0.0,0.005776495860178423,0.01253936740436285
0.07864916810694374,0.0,0.025363252945721986,0.04017797183600019,0.0,0.06319079896939653,0.05987695557830028,0.009697348671411013,0.0338181860483481,0.011937847729846098,0.12468077538146945,0.041775410420296526,0.021365063285743134,0.02987474683887617,0.07903843017813598,0.04744140118100432,0.0,0.0,0.050608360655687364,0.009364340365268115,0.009490033157514993,0.03603908493260931,0.0,0.021409045365584897,0.01909597418595825,0.0,0.04862208101564947,0.05013780274832285,0.042821601129636525,0.045524319272274884
0.013168160751749427,0.022470472564712955,0.013720708564287544,0.013491976657557343,0.03647981543010837,0.013143996472200417,0.02743995764760858,0.3219947614797955,0.021236056238510513,0.0,0.0,0.0,0.06615379332331384,0.02271509169169812,0.0379693238465783,0.0386681515867531,0.0,0.0,0.03631899520045292,0.0,0.055020031240292616,0.03313091911988421,0.0489397204859498,0.015993851737999314,0.0,0.0,0.0,0.0,0.08277145620340964,0.07917275975713745
0.25331689629060966,0.021298931221094764,0.05120116440094725,0.04256164892164495,0.032836672469435335,0.02004887720716493,0.05247845302439841,0.04978973774744159,0.009067450110688604,0.0,0.0,0.08176099568021523,0.02587515736286031,0.0,0.035631000420661085,0.1526604144272344,0.0,0.0,0.05975053626858294,0.0,0.020184195969209427,0.06234904332581447,0.0,0.009879470086734876,0.009641214219336575,0.0,0.0,0.009668140845925358,0.0,0.0
0.0,0.0,0.017649910405304697,0.0,0.19656037404526217,0.0,0.0,0.053330020032828315,0.059127291996387325,0.04378000560968425,0.0890418746764271,0.0,0.0,0.0,0.15428778868744678,0.0,0.0,0.018581980979937747,0.0,0.0,0.06038591285080008,0.06047688266338887,0.0,0.11487224069189203,0.0,0.0991552494198695,0.0,0.0,0.0,0.032750467940771175
0.1303432240309983,0.0,0.04069544914474572,0.05668740123108298,0.019188602879737483,0.0,0.06044282796756813,0.0576583496342192,0.009598225811113064,0.0,0.0,0.0944642203007012,0.02552654689076967,0.03992575530575623,0.07479839430706682,0.030624037422329657,0.0,0.05839901006537171,0.04694531993512112,0.009979890014323369,0.06334648548258655,0.022941869389109384,0.05258132477879046,0.0,0.026892805587108017,0.0,0.0,0.0,0.0789602598215008,0.0
0.1025208970924494,0.03906642307307471,0.05258477792832333,0.0,0.0,0.08296980095966688,0.0,0.06561115484844654,0.0,0.0,0.0,0.0,0.035152736712584294,0.0,0.04247694487692267,0.07468842690790509,0.0,0.04104169375660523,0.0,0.0,0.044396345053444246,0.0,0.0,0.0,0.3799927855182208,0.0,0.0,0.039498013272356754,0.0,0.0
0.0,0.0,0.03353100612759012,0.035607101136549094,0.2273436433644793,0.07033077377537228,0.0,0.0,0.0,0.0,0.10120230714640442,0.0,0.0,0.1267191119810865,0.09145729312768862,0.0,0.14734730549668945,0.0,0.13868348157884383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277779762652964,0.0
0.07031264794009388,0.0,0.055083832582496536,0.0791019888985396,0.0,0.0,0.030194047321851762,0.0,0.21151806559808778,0.08579503814072806,0.0,0.025308370596422432,0.034551775810095685,0.0,0.16995803797349826,0.041451547674821856,0.0,0.0,0.0,0.0,0.02695248590202462,0.03105325335185214,0.0,0.0,0.051885819027874765,0.0,0.0,0.0,0.0,0.08683308918161262
